이름,이메일,성별,나이,생년월일,주소,관심등록,관심등록일자,시청일자,재생시간,영상길이,카테고리,장르,제목,평점
장길산,e*********@hotmail.com,남,40세,1970년 11월,제주특별자치도 태백시,F,,2021-08-04,34.48,113.79,영화,코미디,불어라 봄바람,5.0
성춘향,5************@gmail.com,여,40세,1970년 06월,전라북도 춘천시,T,2017-02-21,2020-12-04,79.43,98.02,드라마,애니메이션,소중한 날의 꿈 감독판,2.0
허난설헌,_***********@naver.com,여,70세,1940년 12월,전라북도 동두천시,T,2017-05-03,2018-08-26,20.01,91.18,영화,드라마,카트,5.0
허난설헌,_****@daum.net,여,40세,1970년 02월,강원도 단양군,T,2018-05-28,2018-06-19,9.82,176.1,드라마,다큐멘터리,비단꽃길,1.0
한석봉,9*********@hotmail.com,남,40세,1970년 03월,대전광역시 양천구,T,2020-12-17,2020-09-23,118.86,157.73,드라마,기타,미투 숨겨진 진실,0.5
이몽룡,4**************@daum.net,남,30세,1990년 12월,울산광역시 도봉구,F,,2019-04-29,98.96,173.9,드라마,멜로/로맨스,아내의 불륜2 무삭제판,3.5
한석봉,n****************@hotmail.com,남,30세,1980년 05월,강원도 안성시,F,,2021-09-28,108.72,179.58,영화,드라마,덕구,4.5
허난설헌,m*******@naver.com,여,70세,1940년 06월,강원도 양주시,T,2017-02-09,2019-10-29,104.4,140.1,영화,드라마,굿바이 보이,3.5
홍길동,s*****************@naver.com,남,90세,1930년 08월,대전광역시 도봉구,T,2019-09-17,2017-09-25,73.95,92.5,영화,"드라마,멜로/로맨스",옥희의 영화,4.5
황진이,2*****************@daum.net,여,30세,1980년 04월,부산광역시 강북구,T,2017-02-14,2020-05-27,80.11,137.25,드라마,"멜로/로맨스,드라마",유부녀들,0.5
허난설헌,x************@daum.net,여,40세,1970년 01월,전라남도 평창군,T,2017-05-21,2018-03-17,145.92,154.53,드라마,멜로/로맨스,오피스텔-잘 하는 애들로 무삭제판,5.0
임꺽정,i*****************@gmail.com,남,30세,1980년 03월,충청북도 철원군,T,2017-08-06,2019-11-22,22.64,140.96,드라마,드라마,눈물,1.5
황진이,1************@gmail.com,여,40세,1980년 01월,대전광역시 송파구,T,2021-10-20,2018-05-18,25.2,162.69,영화,멜로/로맨스,불륜의 유혹,2.0
성춘향,n*******@naver.com,여,10세,2010년 07월,광주광역시 강남구,T,2020-03-28,2021-07-29,39.45,107.41,영화,"공포(호러),스릴러",곤지암,2.0
장희빈,1**********@hotmail.com,여,80세,1940년 09월,대구광역시 성동구,F,,2018-08-31,118.03,161.97,드라마,멜로/로맨스,내형의여자친구-무삭제,3.0
장길산,v***************@gmail.com,남,30세,1980년 06월,인천광역시 양천구,T,2021-03-21,2017-06-28,142.59,145.75,드라마,"멜로/로맨스,드라마",깊은 사정,0.5
황진이,-**********@hotmail.com,여,80세,1930년 04월,부산광역시 용산구,F,,2017-07-30,120.51,127.44,드라마,"드라마,액션",거룩한 계보,0.5
이몽룡,t************@naver.com,남,70세,1940년 01월,울산광역시 구로구,T,2020-12-27,2018-01-01,18.4,144.87,영화,애니메이션,뽀로로 극장판 컴퓨터 왕국 대모험,1.0
허난설헌,w*************@naver.com,여,10세,2010년 05월,전라북도 김포시,T,2021-01-31,2018-02-09,58.76,158.59,영화,애니메이션,타이밍,2.0
한석봉,t*****************@hotmail.com,남,80세,1930년 05월,제주특별자치도 논산시,F,,2017-05-19,25.94,118.49,드라마,다큐멘터리,다섯 개의 시선,2.0
임꺽정,b*******@naver.com,남,60세,1960년 12월,강원도 영월군,T,2020-11-16,2020-08-05,65.32,120.13,영화,멜로/로맨스,정사: 바람난 유부녀들-감독판,2.0
한석봉,4**************@hotmail.com,남,30세,1990년 05월,경상남도 천안시,F,,2021-02-05,18.98,101.75,영화,멜로/로맨스,관전녀2 - 무삭제판,2.0
임꺽정,g****************@daum.net,남,20세,1990년 05월,전라북도 구리시,F,,2019-02-08,82.63,105.9,드라마,드라마,클래식,4.5
신사임당,x*****@hotmail.com,여,80세,1930년 04월,충청남도 광명시,F,,2019-03-05,29.23,112.68,드라마,"뮤지컬,드라마",어게인,5.0
신사임당,u**********@daum.net,여,70세,1940년 10월,전라북도 충주시,T,2021-05-10,2020-04-21,14.66,158.57,드라마,코미디,숫호구,2.0
장희빈,7*******@naver.com,여,50세,1960년 11월,전라남도 증평군,F,,2019-10-04,34.56,94.0,영화,드라마,철가방 우수氏,4.5
한석봉,g*****************@daum.net,남,90세,1930년 01월,경상북도 평택시,T,2019-05-04,2021-04-26,43.47,121.16,드라마,드라마,말모이,1.0
황진이,_******************@naver.com,여,10세,2000년 01월,광주광역시 종로구,T,2018-10-28,2019-12-28,17.1,119.95,영화,,섹스 인 더 게임 무삭제판,4.0
허난설헌,o*****************@daum.net,여,60세,1950년 05월,세종특별자치시 남구,T,2021-12-25,2019-09-19,86.2,173.89,영화,다큐멘터리,링,1.0
황진이,c******@daum.net,여,50세,1960년 04월,강원도 광명시,F,,2017-04-28,28.65,178.78,드라마,액션,건달본색,5.0
장희빈,7***************@hotmail.com,여,40세,1970년 07월,인천광역시 용산구,T,2021-06-29,2019-10-23,54.34,141.41,드라마,드라마,뽀삐,1.0
장희빈,7**************@hotmail.com,여,40세,1970년 07월,충청남도 당진시,T,2018-02-25,2017-12-01,98.38,105.82,드라마,드라마,국경의 왕,1.0
황진이,t*********@gmail.com,여,50세,1970년 05월,전라북도 포천시,T,2020-06-29,2018-05-09,10.49,167.91,영화,다큐멘터리,용서,0.5
홍길동,8**************@naver.com,남,40세,1980년 01월,강원도 화천군,T,2021-04-10,2018-12-25,96.5,135.29,영화,멜로/로맨스,수상한 가정부,5.0
장희빈,4*************@gmail.com,여,70세,1940년 07월,인천광역시 금천구,T,2017-04-05,2017-05-07,80.67,103.0,드라마,멜로/로맨스,음란 과외 3,3.0
허난설헌,-****************@hotmail.com,여,40세,1970년 07월,경상북도 강릉시,F,,2018-08-05,78.78,95.78,영화,"멜로/로맨스,드라마,판타지",영화로운 나날,4.5
허난설헌,d****************@hotmail.com,여,70세,1940년 12월,대전광역시 강서구,T,2019-01-09,2020-11-27,79.68,96.59,영화,"스릴러,범죄",함정,2.5
한석봉,l******@daum.net,남,70세,1940년 06월,서울특별시 영등포구,T,2017-12-15,2021-07-06,47.97,146.63,드라마,드라마,아줌마...줌마들의반란,2.5
한석봉,4*****@hotmail.com,남,10세,2000년 11월,광주광역시 성북구,F,,2020-06-24,32.4,91.7,드라마,멜로/로맨스,아이돌 승하의 19금 AV를 찍자,3.0
임꺽정,k************@naver.com,남,10세,2000년 10월,경상북도 동두천시,T,2018-06-25,2020-03-12,24.17,148.86,영화,멜로/로맨스,엄마친구의맛-무삭제,4.0
성춘향,a*************@hotmail.com,여,80세,1930년 02월,세종특별자치시 영등포구,T,2019-04-15,2021-03-02,8.66,125.41,영화,드라마,극한수업,1.0
성춘향,t************@naver.com,여,70세,1940년 04월,강원도 여주시,F,,2020-01-13,5.58,169.04,드라마,"드라마,코미디",펀치레이디,2.5
홍길동,f*******@daum.net,남,80세,1940년 03월,대전광역시 강남구,T,2017-08-15,2020-08-02,66.52,137.32,영화,멜로/로맨스,전망 좋은 섹스-감독판,3.0
홍길동,o********@hotmail.com,남,80세,1930년 12월,광주광역시 서초구,F,,2020-04-27,115.38,140.9,드라마,멜로/로맨스,형님 아내,2.0
장희빈,k*******@hotmail.com,여,30세,1980년 06월,세종특별자치시 중구,F,,2019-11-03,117.37,128.47,영화,멜로/로맨스,여친의 새엄마-무삭제,4.0
장희빈,s********@naver.com,여,70세,1950년 10월,부산광역시 종로구,T,2021-06-29,2019-02-10,83.56,107.49,영화,"범죄,드라마",찌라시: 위험한 소문,1.0
장희빈,o****************@hotmail.com,여,20세,1990년 07월,대전광역시 강북구,F,,2019-12-11,146.49,151.12,영화,멜로/로맨스,장모님들의 사랑 - 무삭제,1.0
황진이,z*************@gmail.com,여,30세,1980년 06월,대구광역시 강서구,T,2021-02-27,2018-12-13,88.69,117.95,영화,"범죄,드라마",범털,1.0
한석봉,w******************@gmail.com,남,10세,2000년 11월,전라북도 성남시,F,,2020-12-22,10.23,108.98,드라마,멜로/로맨스,아내의 동창회 2 무삭제,3.0
홍길동,k******@gmail.com,남,20세,1990년 04월,광주광역시 강북구,T,2018-08-10,2019-08-19,156.91,176.82,영화,드라마,노랑머리 2,2.5
장길산,9***********@hotmail.com,남,20세,1990년 08월,인천광역시 금천구,T,2019-07-27,2020-08-27,85.29,94.63,영화,멜로/로맨스,술취한여대생들-무삭제,4.5
신사임당,f*********@gmail.com,여,50세,1970년 07월,인천광역시 성북구,T,2021-10-08,2020-04-15,146.97,152.05,영화,"가족,드라마",어머니는 죽지 않는다,4.5
황진이,8*************@hotmail.com,여,60세,1950년 02월,제주특별자치도 홍성군,F,,2018-02-15,129.74,152.08,영화,멜로/로맨스,내 친구의 엄마들(감독판),3.0
임꺽정,7*******@gmail.com,남,50세,1970년 04월,서울특별시 송파구,F,,2019-08-03,75.93,138.53,드라마,멜로/로맨스,교환부부의 세계: 그들만의 은밀한 테크닉,4.5
장희빈,7*****@hotmail.com,여,60세,1950년 12월,충청남도 옥천군,T,2018-04-27,2017-09-20,5.64,157.08,영화,드라마,"제니, 주노",4.5
허난설헌,t***********@hotmail.com,여,50세,1960년 05월,전라남도 안산시,F,,2017-03-05,65.99,110.6,영화,멜로/로맨스,내 생애 가장 아름다운 일주일,3.0
장희빈,a*********@daum.net,여,20세,2000년 07월,경상남도 안양시,T,2018-11-15,2020-02-02,65.54,127.46,영화,멜로/로맨스,정사 : 사촌 여동생들 무삭제,3.5
허난설헌,h*******@daum.net,여,70세,1940년 07월,울산광역시 동구,F,,2021-07-24,60.19,178.75,드라마,"드라마,성인물(에로)",엄마의 직업 2,2.0
한석봉,1************@naver.com,남,40세,1970년 03월,경상남도 용인시,F,,2018-01-06,149.09,155.02,드라마,"드라마,코미디",천하장사 마돈나,3.0
이몽룡,f*******************@daum.net,남,40세,1980년 12월,인천광역시 동구,F,,2020-05-05,94.96,158.35,드라마,드라마,꽃찌: 독이 있는 사랑,0.5
한석봉,8*******************@daum.net,남,40세,1970년 05월,전라남도 성남시,F,,2020-01-25,17.94,117.29,드라마,"공포(호러),스릴러",아티스트,2.0
장길산,k******@hotmail.com,남,40세,1970년 12월,울산광역시 용산구,F,,2018-04-09,59.34,136.14,영화,미스터리,좋은 사람,4.0
홍길동,j******************@daum.net,남,70세,1940년 09월,인천광역시 마포구,T,2020-02-21,2020-05-11,87.23,178.28,드라마,"미스터리,드라마",살인의 강,1.5
신사임당,5****************@daum.net,여,20세,1990년 11월,전라남도 성남시,F,,2019-10-30,72.16,130.85,영화,드라마,각설탕,5.0
허난설헌,5*********@naver.com,여,60세,1960년 08월,경상북도 계룡시,T,2020-05-09,2019-02-04,10.12,156.07,드라마,멜로/로맨스,친구아빠,1.0
한석봉,7********@hotmail.com,남,80세,1930년 12월,서울특별시 구로구,F,,2021-07-27,73.99,136.75,영화,드라마,마음이2,2.0
황진이,a********@daum.net,여,40세,1980년 04월,인천광역시 양천구,F,,2018-09-19,118.72,172.95,영화,드라마,어떤 방문,1.0
허난설헌,p******@hotmail.com,여,30세,1990년 08월,충청북도 부여군,F,,2017-11-14,42.08,154.26,드라마,"드라마,멜로/로맨스,미스터리",가비,4.5
신사임당,c********@gmail.com,여,70세,1950년 02월,충청북도 광명시,T,2019-03-22,2019-04-29,16.73,128.18,드라마,다큐멘터리,나는 고양이로소이다,3.5
홍길동,u*****************@hotmail.com,남,50세,1960년 12월,충청남도 동해시,F,,2021-09-19,101.62,171.06,영화,멜로/로맨스,내 동생의 아내 무삭제,4.5
한석봉,m*******@naver.com,남,80세,1940년 04월,제주특별자치도 양주시,T,2018-12-28,2017-07-21,47.28,130.09,영화,공포(호러),네번째 층 - 어느날 갑자기 두번째 이야기,3.0
허난설헌,g***************@gmail.com,여,10세,2000년 11월,경상남도 횡성군,T,2020-01-30,2017-06-11,62.2,100.0,드라마,멜로/로맨스,여자 보험왕 : 그녀의 영업비밀,5.0
황진이,r*****************@gmail.com,여,10세,2000년 02월,인천광역시 서구,F,,2019-07-02,64.81,112.73,드라마,"드라마,멜로/로맨스",음란한 병원 무삭제판,4.5
한석봉,h******************@naver.com,남,20세,1990년 02월,전라남도 성남시,T,2021-01-29,2019-01-25,79.16,90.99,드라마,멜로/로맨스,일본 엄마 2 무삭제,3.5
성춘향,_**********@daum.net,여,60세,1950년 11월,경상북도 서천군,F,,2018-12-03,91.84,97.69,영화,드라마,나는신혼너는재혼,3.0
홍길동,h*****************@daum.net,남,70세,1940년 01월,대전광역시 용산구,F,,2017-07-04,12.11,114.12,영화,멜로/로맨스,18 BJ 하연의 화려한 테크닉,4.5
신사임당,b****************@gmail.com,여,10세,2000년 11월,경상남도 양양군,F,,2021-01-11,40.14,131.53,드라마,멜로/로맨스,스와핑 하던 날 무삭제,1.0
이몽룡,u***********@hotmail.com,남,40세,1970년 01월,충청북도 평택시,T,2017-09-08,2017-03-18,16.35,113.91,영화,"드라마,멜로/로맨스",그녀의 비밀정원,2.0
허난설헌,-****************@daum.net,여,70세,1940년 11월,광주광역시 강북구,T,2019-05-31,2017-04-23,87.04,103.19,영화,다큐멘터리,브라보! 재즈 라이프,4.5
임꺽정,x***********@gmail.com,남,50세,1960년 01월,부산광역시 북구,F,,2018-02-06,44.55,119.7,영화,"코미디,드라마",그것만이 내 세상,3.0
한석봉,7***********@hotmail.com,남,20세,1990년 04월,대구광역시 송파구,F,,2017-04-06,71.66,150.13,드라마,멜로/로맨스,식모-머피의 법칙,5.0
황진이,k*******@gmail.com,여,20세,2000년 07월,인천광역시 도봉구,T,2017-04-29,2019-06-02,51.77,135.99,영화,멜로/로맨스,딸의 친구 5 - 무삭제판,4.0
홍길동,s****************@gmail.com,남,60세,1950년 03월,전라북도 예산군,F,,2020-01-10,135.01,148.46,영화,멜로/로맨스,엄마의 일기 ,2.0
장희빈,y**************@hotmail.com,여,50세,1960년 09월,전라북도 보은군,F,,2021-07-31,14.48,94.6,드라마,멜로/로맨스,정사 그녀의 언니,2.0
신사임당,9****************@naver.com,여,10세,2000년 07월,충청북도 홍성군,T,2021-06-28,2021-10-15,134.74,155.07,드라마,다큐멘터리,나의 마음은 지지 않았다,5.0
허난설헌,g********@naver.com,여,60세,1950년 02월,경상북도 성남시,T,2019-11-15,2018-10-09,44.56,179.67,영화,다큐멘터리,불온한 당신,4.5
한석봉,j******@gmail.com,남,30세,1980년 08월,제주특별자치도 청주시,T,2020-05-11,2021-11-07,166.63,175.84,드라마,드라마,탈출,3.0
신사임당,n***********@naver.com,여,60세,1950년 02월,대전광역시 강동구,F,,2021-10-20,147.95,152.6,영화,다큐멘터리,"서서평, 천천히 평온하게",3.0
장희빈,h*************@hotmail.com,여,40세,1970년 07월,충청북도 수원시,T,2020-06-24,2019-06-28,81.79,91.1,영화,"미스터리,판타지",중독노래방,4.0
신사임당,b*****************@naver.com,여,80세,1930년 02월,대구광역시 마포구,T,2020-07-04,2020-07-04,20.11,120.61,영화,멜로/로맨스,내 삼촌의 여자 무삭제판,3.0
황진이,h************@naver.com,여,40세,1980년 04월,세종특별자치시 동대문구,T,2020-05-07,2020-03-27,58.74,165.71,영화,"드라마,성인물(에로)",최면 무도 클럽,4.0
장희빈,e*****************@naver.com,여,80세,1930년 01월,광주광역시 서대문구,F,,2021-05-20,9.04,93.63,영화,멜로/로맨스,여대생들의은밀한아르바이트,4.5
한석봉,x*****@daum.net,남,10세,2000년 09월,세종특별자치시 동구,F,,2020-11-23,27.96,167.75,드라마,멜로/로맨스,친구누나들-무삭제,3.5
장희빈,q******************@naver.com,여,30세,1980년 01월,광주광역시 영등포구,F,,2020-01-28,49.44,108.3,드라마,코미디,역전의 명수,3.5
허난설헌,7*******@daum.net,여,50세,1960년 12월,광주광역시 영등포구,T,2017-01-10,2020-09-20,117.78,158.18,영화,"멜로/로맨스,코미디",퀴어영화 뷰티풀,1.0
홍길동,i**************@gmail.com,남,60세,1950년 08월,대전광역시 동대문구,T,2019-04-15,2021-11-05,114.35,158.43,영화,드라마,도희야,1.5
신사임당,l****@hotmail.com,여,60세,1960년 10월,충청북도 제천시,F,,2019-02-07,93.14,153.4,드라마,드라마,분홍돌고래,0.5
황진이,r****************@naver.com,여,60세,1950년 02월,서울특별시 노원구,F,,2019-03-05,91.92,93.47,드라마,드라마,나무없는 산,2.0
장희빈,0************@hotmail.com,여,80세,1930년 11월,부산광역시 서대문구,T,2020-10-07,2017-07-24,13.57,160.92,영화,멜로/로맨스,동갑내기 엄마,3.0
성춘향,1**************@daum.net,여,80세,1930년 12월,제주특별자치도 안양시,T,2017-09-12,2021-04-04,37.77,93.01,드라마,드라마,착한 사촌 여동생 무삭제,3.0
이몽룡,r******@daum.net,남,10세,2010년 11월,울산광역시 구로구,T,2017-01-03,2020-09-20,19.76,120.64,영화,멜로/로맨스,스와핑 : 잘못된 쾌락,4.0
한석봉,_****@hotmail.com,남,50세,1970년 06월,전라남도 부천시,T,2020-07-27,2021-06-10,17.95,171.94,드라마,멜로/로맨스,거짓말 애인-감독판,1.0
장희빈,2********@hotmail.com,여,60세,1960년 04월,대전광역시 은평구,T,2020-03-25,2017-02-23,156.0,168.35,드라마,멜로/로맨스,미용실 : 특별한 서비스 2 무삭제,2.0
